País,Indicador,Código CINE,Nivel CINE,Población,Year,value
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,Total,Total,Mujeres,2019,1.22
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-1,Educación primaria,Mujeres,2020,1.83
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-2,Educación secundaria baja,Mujeres,2020,1.56
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-3,Educación secundaria alta,Mujeres,2020,1.04
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,Total,Total,Mujeres,2020,1.49
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-1,Educación primaria,Mujeres,2021,1.86
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-2,Educación secundaria baja,Mujeres,2021,1.59
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-3,Educación secundaria alta,Mujeres,2021,1.17
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,Total,Total,Mujeres,2021,1.54
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-1,Educación primaria,Mujeres,2022,1.69
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-2,Educación secundaria baja,Mujeres,2022,1.52
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-3,Educación secundaria alta,Mujeres,2022,1.2
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,Total,Total,Mujeres,2022,1.48
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-1,Educación primaria,Mujeres,2023,
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-2,Educación secundaria baja,Mujeres,2023,
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-3,Educación secundaria alta,Mujeres,2023,
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,Total,Total,Mujeres,2023,
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-1,Educación primaria,Total,2018,1.08
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-2,Educación secundaria baja,Total,2018,1.05
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-3,Educación secundaria alta,Total,2018,0.68
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,Total,Total,Total,2018,0.95
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-1,Educación primaria,Total,2019,1.52
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-2,Educación secundaria baja,Total,2019,1.28
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-3,Educación secundaria alta,Total,2019,0.76
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,Total,Total,Total,2019,1.2
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-1,Educación primaria,Total,2020,1.8
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-2,Educación secundaria baja,Total,2020,1.5
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-3,Educación secundaria alta,Total,2020,1.0
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,Total,Total,Total,2020,1.45
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-1,Educación primaria,Total,2021,1.84
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-2,Educación secundaria baja,Total,2021,1.54
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-3,Educación secundaria alta,Total,2021,1.12
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,Total,Total,Total,2021,1.51
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-1,Educación primaria,Total,2022,1.69
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-2,Educación secundaria baja,Total,2022,1.47
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-3,Educación secundaria alta,Total,2022,1.12
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,Total,Total,Total,2022,1.44
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-1,Educación primaria,Total,2023,
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-2,Educación secundaria baja,Total,2023,
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,CINE-3,Educación secundaria alta,Total,2023,
Ecuador,Indicador 8 - Proporción de estudiantes en situación de movilidad promovidos del último grado de un nivel  respecto al total de estudiantes promovidos del mismo nivel.,Total,Total,Total,2023,
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-02,Educación pre-primaria,Hombres,2018,0.56
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-1,Educación primaria,Hombres,2018,0.45
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-2,Educación secundaria baja,Hombres,2018,0.27
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-3,Educación secundaria alta,Hombres,2018,0.19
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-3,Educación secundaria alta,Hombres,2018,0.4
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-02,Educación pre-primaria,Hombres,2019,1.31
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-1,Educación primaria,Hombres,2019,1.15
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-2,Educación secundaria baja,Hombres,2019,0.7
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-3,Educación secundaria alta,Hombres,2019,0.48
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-3,Educación secundaria alta,Hombres,2019,1.0
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-02,Educación pre-primaria,Hombres,2020,1.37
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-1,Educación primaria,Hombres,2020,1.34
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-2,Educación secundaria baja,Hombres,2020,0.92
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-3,Educación secundaria alta,Hombres,2020,0.61
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-3,Educación secundaria alta,Hombres,2020,1.16
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-02,Educación pre-primaria,Hombres,2021,1.49
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-1,Educación primaria,Hombres,2021,1.56
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-2,Educación secundaria baja,Hombres,2021,1.08
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-3,Educación secundaria alta,Hombres,2021,0.75
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-3,Educación secundaria alta,Hombres,2021,1.34
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-02,Educación pre-primaria,Hombres,2022,1.59
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-1,Educación primaria,Hombres,2022,1.77
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-2,Educación secundaria baja,Hombres,2022,1.16
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-3,Educación secundaria alta,Hombres,2022,0.83
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-3,Educación secundaria alta,Hombres,2022,1.48
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-02,Educación pre-primaria,Hombres,2023,
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-1,Educación primaria,Hombres,2023,
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-2,Educación secundaria baja,Hombres,2023,
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-3,Educación secundaria alta,Hombres,2023,
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-3,Educación secundaria alta,Hombres,2023,
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-02,Educación pre-primaria,Mujeres,2018,0.73
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-1,Educación primaria,Mujeres,2018,0.5
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-2,Educación secundaria baja,Mujeres,2018,0.29
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-3,Educación secundaria alta,Mujeres,2018,0.22
Peru,Indicador 3 - Proporción de la matricula que corresponde a estudiantes en situación de movilidad,CINE-3,Educación secundaria alta,Mujeres,2018,0.47
